,year,area_code,Total,SA2 code,SA2 name,Postcode
4616,2010,21477,6739,21477,Moyne - East,
4617,2010,21478,8965,21478,Moyne - West,
4618,2010,21479,19634,21479,Warrnambool - North,
4619,2010,21480,13057,21480,Warrnambool - South,
4620,2011,21001,8452,21001,Alfredton,3350.0
4621,2011,21002,12365,21002,Ballarat,3350.0
4622,2011,21003,22424,21003,Ballarat - North,3350.0
4623,2011,21004,23193,21004,Ballarat - South,3350.0
4624,2011,21005,6725,21005,Buninyong,3350.0
4625,2011,21006,5838,21006,Delacombe,3351.0
4626,2011,21007,3819,21007,Smythes Creek,3351.0
4627,2011,21008,14473,21008,Wendouree - Miners Rest,3352.0
4628,2011,21009,5672,21009,Bacchus Marsh Region,3340.0
4629,2011,21010,7503,21010,Creswick - Clunes,3352.0
4630,2011,21011,8589,21011,Daylesford,3363.0
4631,2011,21012,5488,21012,Gordon (Vic.),3333.0
4632,2011,21013,3347,21013,Avoca,3352.0
4633,2011,21014,3886,21014,Beaufort,3325.0
4634,2011,21015,4102,21015,Golden Plains - North,3324.0
4635,2011,21016,7674,21016,Maryborough (Vic.),3465.0
4636,2011,21017,5106,21017,Maryborough Region,3370.0
4637,2011,21018,14811,21018,Bendigo,3550.0
4638,2011,21019,10262,21019,California Gully - Eaglehawk,3550.0
4639,2011,21020,13902,21020,East Bendigo - Kennington,3550.0
4640,2011,21021,9294,21021,Flora Hill - Spring Gully,3550.0
4641,2011,21022,18818,21022,Kangaroo Flat - Golden Square,3555.0
4642,2011,21023,4354,21023,Maiden Gully,3551.0
4643,2011,21024,7095,21024,Strathfieldsaye,3551.0
4644,2011,21025,8804,21025,White Hills - Ascot,3550.0
4645,2011,21026,6265,21026,Bendigo Region - South,3444.0
4646,2011,21027,9920,21027,Castlemaine,3450.0
4647,2011,21028,8281,21028,Castlemaine Region,3364.0
4648,2011,21029,4110,21029,Heathcote,3444.0
4649,2011,21030,8895,21030,Kyneton,3435.0
4650,2011,21031,6579,21031,Woodend,3437.0
4651,2011,21032,4192,21032,Bendigo Region - North,3551.0
4652,2011,21033,7111,21033,Loddon,3463.0
4653,2011,21034,4754,21034,Bannockburn,3221.0
4654,2011,21035,6283,21035,Golden Plains - South,3221.0
4655,2011,21036,5788,21036,Winchelsea,3216.0
4656,2011,21037,13910,21037,Belmont,3216.0
4657,2011,21038,26469,21038,Corio - Norlane,3214.0
4658,2011,21039,12422,21039,Geelong,3215.0
4659,2011,21040,19247,21040,Geelong West - Hamlyn Heights,3215.0
4660,2011,21041,20136,21041,Grovedale,3216.0
4661,2011,21042,19834,21042,Highton,3216.0
4662,2011,21043,15861,21043,Lara,3211.0
4663,2011,21044,10230,21044,Leopold,3222.0
4664,2011,21045,14962,21045,Newcomb - Moolap,3219.0
4665,2011,21046,10030,21046,Newtown (Vic.),3220.0
4666,2011,21047,14487,21047,North Geelong - Bell Park,3215.0
4667,2011,21048,11866,21048,Clifton Springs,3222.0
4668,2011,21049,5151,21049,Lorne - Anglesea,3230.0
4669,2011,21050,18842,21050,Ocean Grove - Barwon Heads,3221.0
4670,2011,21051,6647,21051,Portarlington,3221.0
4671,2011,21052,4164,21052,Point Lonsdale - Queenscliff,3222.0
4672,2011,21053,15497,21053,Torquay,3216.0
4673,2011,21054,6219,21054,Alexandra,3666.0
4674,2011,21055,6002,21055,Euroa,3610.0
4675,2011,21056,12038,21056,Kilmore - Broadford,3658.0
4676,2011,21057,8202,21057,Mansfield (Vic.),3669.0
4677,2011,21058,3621,21058,Nagambie,3523.0
4678,2011,21059,6518,21059,Seymour,3660.0
4679,2011,21060,4252,21060,Seymour Region,3435.0
4680,2011,21061,221,21061,Upper Yarra Valley,3799.0
4681,2011,21062,3446,21062,Yea,3658.0
4682,2011,21063,10471,21063,Benalla,3672.0
4683,2011,21064,3415,21064,Benalla Region,3669.0
4684,2011,21065,3739,21065,Rutherglen,3682.0
4685,2011,21066,17980,21066,Wangaratta,3677.0
4686,2011,21067,9232,21067,Wangaratta Region,3673.0
4687,2011,21068,4289,21068,Beechworth,3747.0
4688,2011,21069,7875,21069,Bright - Mount Beauty,3691.0
4689,2011,21070,2907,21070,Chiltern - Indigo Valley,3683.0
4690,2011,21071,4560,21071,Myrtleford,3737.0
4691,2011,21072,5890,21072,Towong,2642.0
4692,2011,21073,14749,21073,West Wodonga,3690.0
4693,2011,21074,21276,21074,Wodonga,3690.0
4694,2011,21075,4433,21075,Yackandandah,3691.0
4695,2011,21076,13323,21076,Drouin,3816.0
4696,2011,21077,6053,21077,Mount Baw Baw Region,3818.0
4697,2011,21078,7166,21078,Trafalgar (Vic.),3821.0
4698,2011,21079,16964,21079,Warragul,3818.0
4700,2011,21081,13458,21081,Bairnsdale,3875.0
4701,2011,21082,7380,21082,Bruthen - Omeo,3701.0
4703,2011,21084,9642,21084,Lakes Entrance,3887.0
4704,2011,21085,6800,21085,Orbost,3885.0
4705,2011,21086,5654,21086,Paynesville,3875.0
4706,2011,21087,8266,21087,Foster,3871.0
4707,2011,21088,113,21088,French Island,3921.0
4708,2011,21089,8819,21089,Korumburra,3945.0
4709,2011,21090,10678,21090,Leongatha,3835.0
4710,2011,21091,9657,21091,Phillip Island,3922.0
4711,2011,21092,14,21092,Wilsons Promontory,3960.0
4712,2011,21093,20396,21093,Wonthaggi - Inverloch,3925.0
4713,2011,21094,11568,21094,Churchill,3840.0
4714,2011,21095,16955,21095,Moe - Newborough,3825.0
4715,2011,21096,14302,21096,Morwell,3840.0
4716,2011,21097,26307,21097,Traralgon,3844.0
4717,2011,21098,4477,21098,Yallourn North - Glengarry,3825.0
4718,2011,21099,29,21099,Alps - West,3858.0
4719,2011,21100,3902,21100,Longford - Loch Sport,3850.0
4720,2011,21101,13595,21101,Maffra,3850.0
4721,2011,21102,4664,21102,Rosedale,3844.0
4722,2011,21103,14441,21103,Sale,3850.0
4723,2011,21104,5329,21104,Yarram,3844.0
4724,2011,21105,23987,21105,Brunswick,3055.0
4725,2011,21106,8966,21106,Brunswick East,3054.0
4726,2011,21107,13864,21107,Brunswick West,3052.0
4727,2011,21108,26234,21108,Coburg,3044.0
4728,2011,21109,9860,21109,Pascoe Vale South,3044.0
4729,2011,21110,8561,21110,Alphington - Fairfield,3070.0
4730,2011,21111,24152,21111,Northcote,3070.0
4731,2011,21112,18258,21112,Thornbury,3070.0
4732,2011,21113,14135,21113,Ascot Vale,3032.0
4733,2011,21114,25845,21114,Essendon - Aberfeldie,3040.0
4734,2011,21115,9547,21115,Flemington,3031.0
4735,2011,21116,14168,21116,Moonee Ponds,3039.0
4736,2011,21117,15122,21117,Carlton,3000.0
4737,2011,21118,6196,21118,Docklands,3005.0
4738,2011,21119,5238,21119,East Melbourne,3000.0
4739,2011,21120,86,21120,Flemington Racecourse,3031.0
4740,2011,21121,10259,21121,Kensington (Vic.),3031.0
4741,2011,21122,21815,21122,Melbourne,3000.0
4742,2011,21123,16361,21123,North Melbourne,3000.0
4743,2011,21124,6551,21124,Parkville,3000.0
4744,2011,21125,6426,21125,South Yarra - West,3004.0
4745,2011,21126,12174,21126,Southbank,3004.0
4747,2011,21128,15009,21128,Albert Park,3004.0
4748,2011,21129,15666,21129,Elwood,3184.0
4749,2011,21130,15413,21130,Port Melbourne,3207.0
4750,2011,21131,15,21131,Port Melbourne Industrial,3207.0
4751,2011,21132,10396,21132,South Melbourne,3004.0
4752,2011,21133,24091,21133,St Kilda,3004.0
4753,2011,21134,16686,21134,St Kilda East,3182.0
4754,2011,21135,9301,21135,Armadale,3143.0
4755,2011,21136,18738,21136,Prahran - Windsor,3143.0
4756,2011,21137,15778,21137,South Yarra - East,3141.0
4757,2011,21138,13768,21138,Toorak,3142.0
4758,2011,21139,5213,21139,Abbotsford,3067.0
4759,2011,21140,8786,21140,Carlton North - Princes Hill,3054.0
4760,2011,21141,6867,21141,Collingwood,3066.0
4761,2011,21142,10214,21142,Fitzroy,3065.0
4762,2011,21143,12143,21143,Fitzroy North,3068.0
4763,2011,21144,27841,21144,Richmond (Vic.),3121.0
4764,2011,21145,8621,21145,Yarra - North,3068.0
4765,2011,21146,7875,21146,Ashburton (Vic.),3145.0
4766,2011,21147,16314,21147,Balwyn,3103.0
4767,2011,21148,20850,21148,Balwyn North,3103.0
4768,2011,21149,20918,21149,Camberwell,3124.0
4769,2011,21150,16634,21150,Glen Iris - East,3123.0
4770,2011,21151,22013,21151,Hawthorn,3122.0
4771,2011,21152,14417,21152,Hawthorn East,3122.0
4772,2011,21153,24856,21153,Kew,3101.0
4773,2011,21154,6552,21154,Kew East,3101.0
4774,2011,21155,16633,21155,Surrey Hills (West) - Canterbury,3124.0
4775,2011,21156,11376,21156,Bulleen,3105.0
4776,2011,21157,19343,21157,Doncaster,3107.0
4777,2011,21159,17344,21159,Templestowe,3106.0
4778,2011,21160,13792,21160,Templestowe Lower,3106.0
4779,2011,21424,15013,21424,Doncaster East (North),
4780,2011,21425,13343,21425,Doncaster East (South),
4781,2011,21161,20635,21161,Blackburn,3130.0
4782,2011,21162,10975,21162,Blackburn South,3130.0
4783,2011,21163,18240,21163,Box Hill,3128.0
4784,2011,21164,17036,21164,Box Hill North,3104.0
4785,2011,21165,11327,21165,Burwood,3125.0
4786,2011,21166,10614,21166,Burwood East,3151.0
4787,2011,21167,10145,21167,Surrey Hills (East) - Mont Albert,3127.0
4788,2011,21168,13375,21168,Beaumaris,3192.0
4789,2011,21169,22526,21169,Brighton (Vic.),3186.0
4790,2011,21170,16087,21170,Brighton East,3186.0
4791,2011,21171,10544,21171,Cheltenham - Highett (West),3188.0
4792,2011,21172,17699,21172,Hampton,3186.0
4793,2011,21173,15888,21173,Sandringham - Black Rock,3188.0
4794,2011,21174,21951,21174,Bentleigh - McKinnon,3187.0
4795,2011,21176,17047,21176,Carnegie,3163.0
4796,2011,21177,20703,21177,Caulfield - North,3145.0
4797,2011,21178,17227,21178,Caulfield - South,3162.0
4798,2011,21179,11292,21179,Elsternwick,3185.0
4799,2011,21180,7384,21180,Hughesdale,3166.0
4800,2011,21181,8983,21181,Murrumbeena,3163.0
4801,2011,21182,12967,21182,Ormond - Glen Huntly,3163.0
4802,2011,21426,14196,21426,Bentleigh East (North),
4803,2011,21427,12786,21427,Bentleigh East (South),
4804,2011,21183,9109,21183,Aspendale Gardens - Waterways,3195.0
4805,2011,21184,20,21184,Braeside,3195.0
4806,2011,21185,11664,21185,Carrum - Patterson Lakes,3175.0
4807,2011,21186,13441,21186,Chelsea - Bonbeach,3196.0
4808,2011,21187,5329,21187,Chelsea Heights,3196.0
4809,2011,21188,21192,21188,Cheltenham - Highett (East),3189.0
4810,2011,21189,12488,21189,Edithvale - Aspendale,3195.0
4811,2011,21190,12224,21190,Mentone,3194.0
4812,2011,21191,8368,21191,Moorabbin - Heatherton,3169.0
4814,2011,21193,19448,21193,Mordialloc - Parkdale,3195.0
4815,2011,21194,20279,21194,Malvern - Glen Iris,3144.0
4816,2011,21195,20989,21195,Malvern East,3145.0
4817,2011,21196,9888,21196,Bundoora - East,3083.0
4818,2011,21197,20987,21197,Greensborough,3088.0
4819,2011,21198,14215,21198,Heidelberg - Rosanna,3084.0
4820,2011,21199,13984,21199,Heidelberg West,3081.0
4821,2011,21200,11608,21200,Ivanhoe,3079.0
4822,2011,21201,8041,21201,Ivanhoe East - Eaglemont,3079.0
4823,2011,21202,16165,21202,Montmorency - Briar Hill,3088.0
4824,2011,21203,18775,21203,Viewbank - Yallambie,3084.0
4825,2011,21204,9320,21204,Watsonia,3083.0
4826,2011,21205,10821,21205,Kingsbury,3083.0
4827,2011,21207,25781,21207,Reservoir - East,3072.0
4828,2011,21208,23969,21208,Reservoir - West,3058.0
4829,2011,21428,19297,21428,Preston - East,
4830,2011,21429,12103,21429,Preston - West,
4831,2011,21209,23651,21209,Eltham,3095.0
4832,2011,21210,3660,21210,Hurstbridge,3091.0
4833,2011,21211,3671,21211,Kinglake,3757.0
4834,2011,21212,5227,21212,Panton Hill - St Andrews,3097.0
4835,2011,21213,9401,21213,Plenty - Yarrambat,3088.0
4836,2011,21214,6846,21214,Research - North Warrandyte,3095.0
4837,2011,21215,13931,21215,Wattle Glen - Diamond Creek,3089.0
4838,2011,21216,5642,21216,Bundoora - North,3083.0
4839,2011,21217,6503,21217,Bundoora - West,3083.0
4840,2011,21219,20782,21219,Lalor,3074.0
4841,2011,21220,19046,21220,Mill Park - North,3076.0
4842,2011,21221,12810,21221,Mill Park - South,3082.0
4843,2011,21223,21430,21223,Thomastown,3074.0
4844,2011,21224,12189,21224,Wallan,3658.0
4845,2011,21225,7580,21225,Whittlesea,3064.0
4846,2011,21430,11066,21430,Doreen,
4847,2011,21431,12587,21431,Epping - East,
4848,2011,21432,8433,21432,Epping - South,
4849,2011,21433,6340,21433,Epping - West,
4850,2011,21434,6395,21434,Mernda,
4851,2011,21435,9816,21435,South Morang (North),
4852,2011,21436,11842,21436,South Morang (South),
4853,2011,21437,528,21437,Wollert,
4854,2011,21226,7234,21226,Airport West,3042.0
4856,2011,21228,8634,21228,Keilor,3033.0
4857,2011,21229,25394,21229,Keilor East,3033.0
4858,2011,21230,6472,21230,Niddrie - Essendon West,3033.0
4859,2011,21231,9397,21231,Strathmore,3041.0
4860,2011,21232,11380,21232,Gisborne,3337.0
4861,2011,21233,3308,21233,Macedon,3437.0
4862,2011,21234,3882,21234,Riddells Creek,3431.0
4863,2011,21235,8832,21235,Romsey,3430.0
4864,2011,21236,6852,21236,Coburg North,3044.0
4865,2011,21237,13171,21237,Fawkner,3060.0
4866,2011,21239,21506,21239,Pascoe Vale,3044.0
4867,2011,21438,20568,21438,Glenroy,
4868,2011,21439,2886,21439,Gowanbrae,
4869,2011,21440,5571,21440,Hadfield,
4870,2011,21240,13072,21240,Sunbury,3063.0
4871,2011,21241,24940,21241,Sunbury - South,3427.0
4872,2011,21242,12243,21242,Broadmeadows,3047.0
4873,2011,21243,16735,21243,Campbellfield - Coolaroo,3047.0
4874,2011,21245,17771,21245,Gladstone Park - Westmeadows,3043.0
4875,2011,21246,13543,21246,Greenvale - Bulla,3048.0
4876,2011,21247,15767,21247,Meadow Heights,3048.0
4877,2011,21248,158,21248,Melbourne Airport,3036.0
4878,2011,21249,20090,21249,Roxburgh Park - Somerton,3059.0
4879,2011,21250,6545,21250,Tullamarine,3043.0
4880,2011,21441,8335,21441,Craigieburn - Central,
4881,2011,21442,8479,21442,Craigieburn - North,
4882,2011,21443,12691,21443,Craigieburn - South,
4883,2011,21444,4247,21444,Craigieburn - West,
4884,2011,21445,1579,21445,Mickleham - Yuroke,
4885,2011,21251,11635,21251,Bayswater,3152.0
4886,2011,21254,13471,21254,Knoxfield - Scoresby,3156.0
4887,2011,21255,6807,21255,Lysterfield,3156.0
4888,2011,21256,15839,21256,Rowville - Central,3178.0
4889,2011,21257,8350,21257,Rowville - North,3156.0
4890,2011,21258,11241,21258,Rowville - South,3178.0
4891,2011,21259,14320,21259,Wantirna,3152.0
4892,2011,21260,18176,21260,Wantirna South,3152.0
4893,2011,21446,21461,21446,Boronia,
4894,2011,21447,13815,21447,Ferntree Gully (North),
4895,2011,21448,15133,21448,Ferntree Gully (South) - Upper Ferntree Gully,
4896,2011,21449,4418,21449,The Basin,
4897,2011,21261,16152,21261,Donvale - Park Orchards,3109.0
4898,2011,21262,10502,21262,Warrandyte - Wonga Park,3109.0
4899,2011,21263,11819,21263,Bayswater North,3137.0
4900,2011,21265,18613,21265,Croydon Hills - Warranwood,3115.0
4901,2011,21266,16594,21266,Ringwood,3134.0
4902,2011,21267,19670,21267,Ringwood East,3134.0
4903,2011,21268,9658,21268,Ringwood North,3114.0
4904,2011,21450,14110,21450,Croydon - East,
4905,2011,21451,11738,21451,Croydon - West,
4906,2011,21452,4678,21452,Croydon South,
4907,2011,21269,10430,21269,Forest Hill,3131.0
4908,2011,21270,15346,21270,Mitcham (Vic.),3132.0
4909,2011,21271,11382,21271,Nunawading,3131.0
4910,2011,21272,10261,21272,Vermont,3133.0
4911,2011,21273,11891,21273,Vermont South,3133.0
4912,2011,21274,10414,21274,Belgrave - Selby,3156.0
4913,2011,21275,9422,21275,Chirnside Park,3116.0
4914,2011,21276,13175,21276,Healesville - Yarra Glen,3770.0
4915,2011,21277,8773,21277,Kilsyth,3137.0
4916,2011,21278,18517,21278,Lilydale - Coldstream,3140.0
4917,2011,21279,5732,21279,Monbulk - Silvan,3782.0
4918,2011,21280,6966,21280,Montrose,3137.0
4919,2011,21281,21321,21281,Mooroolbark,3116.0
4920,2011,21282,10060,21282,Mount Dandenong - Olinda,3159.0
4921,2011,21283,9615,21283,Mount Evelyn,3139.0
4922,2011,21284,10067,21284,Upwey - Tecoma,3156.0
4923,2011,21285,7646,21285,Wandin - Seville,3139.0
4924,2011,21286,16347,21286,Yarra Valley,3139.0
4925,2011,21287,8223,21287,Beaconsfield - Officer,3807.0
4926,2011,21288,8383,21288,Bunyip - Garfield,3810.0
4927,2011,21289,18012,21289,Emerald - Cockatoo,3139.0
4928,2011,21290,6695,21290,Koo Wee Rup,3809.0
4929,2011,21291,12999,21291,Pakenham - North,3810.0
4930,2011,21292,21687,21292,Pakenham - South,3810.0
4931,2011,21293,23042,21293,Berwick - North,3806.0
4932,2011,21294,23681,21294,Berwick - South,3805.0
4933,2011,21295,10695,21295,Doveton,3177.0
4934,2011,21297,10628,21297,Hallam,3803.0
4935,2011,21299,7216,21299,Narre Warren North,3803.0
4936,2011,21453,12459,21453,Endeavour Hills - North,
4937,2011,21454,14191,21454,Endeavour Hills - South,
4938,2011,21455,13657,21455,Narre Warren - North East,
4939,2011,21456,13297,21456,Narre Warren - South West,
4940,2011,21300,19169,21300,Cranbourne,3977.0
4941,2011,21301,8344,21301,Cranbourne East,3977.0
4942,2011,21302,14826,21302,Cranbourne North,3977.0
4943,2011,21303,6880,21303,Cranbourne South,3977.0
4944,2011,21304,9000,21304,Cranbourne West,3977.0
4945,2011,21305,24744,21305,Hampton Park - Lynbrook,3976.0
4946,2011,21306,12107,21306,Lynbrook - Lyndhurst,3975.0
4947,2011,21308,7706,21308,Pearcedale - Tooradin,3912.0
4948,2011,21457,13157,21457,Narre Warren South (East),
4949,2011,21458,16483,21458,Narre Warren South (West),
4950,2011,21309,12199,21309,Clarinda - Oakleigh South,3167.0
4951,2011,21310,12254,21310,Clayton South,3169.0
4952,2011,21311,27414,21311,Dandenong,3175.0
4953,2011,21312,22949,21312,Dandenong North,3174.0
4954,2011,21313,10568,21313,Dingley Village,3169.0
4955,2011,21314,20848,21314,Keysborough,3173.0
4956,2011,21316,7753,21316,Noble Park North,3174.0
4957,2011,21317,20712,21317,Springvale,3171.0
4958,2011,21318,12687,21318,Springvale South,3172.0
4959,2011,21459,11931,21459,Noble Park - East,
4960,2011,21460,17873,21460,Noble Park - West,
4961,2011,21319,16979,21319,Ashwood - Chadstone,3125.0
4962,2011,21320,18698,21320,Clayton,3167.0
4963,2011,21321,21561,21321,Glen Waverley - East,3150.0
4964,2011,21322,19303,21322,Glen Waverley - West,3150.0
4965,2011,21323,15657,21323,Mount Waverley - North,3149.0
4966,2011,21324,17889,21324,Mount Waverley - South,3149.0
4967,2011,21325,18517,21325,Mulgrave,3170.0
4968,2011,21326,21232,21326,Oakleigh - Huntingdale,3166.0
4969,2011,21327,20125,21327,Wheelers Hill,3150.0
4970,2011,21328,7387,21328,Ardeer - Albion,3020.0
4971,2011,21329,9311,21329,Cairnlea,3023.0
4972,2011,21330,23136,21330,Deer Park - Derrimut,3023.0
4973,2011,21331,8769,21331,Delahey,3037.0
4974,2011,21332,14192,21332,Keilor Downs,3021.0
4975,2011,21333,14305,21333,Kings Park (Vic.),3021.0
4976,2011,21334,19800,21334,St Albans - North,3021.0
4977,2011,21335,17092,21335,St Albans - South,3021.0
4978,2011,21336,9238,21336,Sunshine,3020.0
4979,2011,21337,11108,21337,Sunshine North,3020.0
4980,2011,21338,17512,21338,Sunshine West,3012.0
4981,2011,21339,12058,21339,Sydenham,3037.0
4982,2011,21340,18954,21340,Taylors Lakes,3036.0
4983,2011,21341,12260,21341,Altona,3018.0
4984,2011,21342,19565,21342,Altona Meadows,3028.0
4985,2011,21343,13558,21343,Altona North,3012.0
4986,2011,21344,16798,21344,Newport,3015.0
4987,2011,21345,5219,21345,Seabrook,3028.0
4988,2011,21346,15354,21346,Williamstown,3016.0
4989,2011,21347,16719,21347,Braybrook,3012.0
4990,2011,21348,14025,21348,Footscray,3011.0
4991,2011,21349,10671,21349,Maribyrnong,3032.0
4992,2011,21350,8701,21350,Seddon - Kingsville,3011.0
4993,2011,21351,10713,21351,West Footscray - Tottenham,3012.0
4994,2011,21352,14325,21352,Yarraville,3013.0
4995,2011,21353,17488,21353,Bacchus Marsh,3340.0
4996,2011,21355,16180,21355,Hillside,3037.0
4997,2011,21356,18247,21356,Melton,3335.0
4998,2011,21357,16031,21357,Melton South,3338.0
4999,2011,21358,14514,21358,Melton West,3337.0
5000,2011,21359,2772,21359,Rockbank - Mount Cottrell,3023.0
5001,2011,21360,16011,21360,Taylors Hill,3023.0
5002,2011,21461,4494,21461,Burnside,
5003,2011,21462,5179,21462,Burnside Heights,
5004,2011,21463,17310,21463,Caroline Springs,
5005,2011,21361,19603,21361,Hoppers Crossing - North,3029.0
5006,2011,21362,19327,21362,Hoppers Crossing - South,3029.0
5007,2011,21363,5587,21363,Laverton,3026.0
5008,2011,21365,22534,21365,Tarneit,3024.0
5009,2011,21366,11544,21366,Truganina,3027.0
5010,2011,21368,10862,21368,Werribee - South,3029.0
5011,2011,21369,17687,21369,Wyndham Vale,3024.0
5012,2011,21464,6721,21464,Point Cook - East,
5013,2011,21465,20201,21465,Point Cook - North,
5014,2011,21466,6440,21466,Point Cook - South,
5015,2011,21467,19620,21467,Werribee - East,
5016,2011,21468,11214,21468,Werribee - West,
5017,2011,21370,19682,21370,Carrum Downs,3201.0
5018,2011,21371,22301,21371,Frankston,3199.0
5019,2011,21372,19620,21372,Frankston North,3199.0
5020,2011,21373,18260,21373,Frankston South,3199.0
5021,2011,21374,23163,21374,Langwarrin,3910.0
5022,2011,21375,16574,21375,Seaford (Vic.),3197.0
5023,2011,21376,10750,21376,Skye - Sandhurst,3977.0
5024,2011,21377,9333,21377,Dromana,3936.0
5025,2011,21378,5578,21378,Flinders,3915.0
5026,2011,21379,20885,21379,Hastings - Somers,3915.0
5027,2011,21380,23224,21380,Mornington,3931.0
5028,2011,21381,17942,21381,Mount Eliza,3930.0
5029,2011,21382,17581,21382,Mount Martha,3934.0
5030,2011,21383,16670,21383,Point Nepean,3939.0
5031,2011,21384,20151,21384,Rosebud - McCrae,3936.0
5032,2011,21385,17907,21385,Somerville,3911.0
5033,2011,21386,8168,21386,Ararat,3377.0
5034,2011,21387,2958,21387,Ararat Region,3271.0
